air_date,category,round,x_pos,y_pos,value,weight,daily_double
2004-04-02,STATE SEALS,1,1,3,600,1,1
2004-04-02,ROYAL LANDMARKS,2,1,4,1600,1,1
2004-04-02,"\""V""ARIETY",2,4,4,1600,1,1
2004-04-05,NATIVE AMERICANS,1,5,5,1000,1,1
2004-04-05,PRIME MINISTERS,2,1,5,2000,1,1
2004-04-05,CHARACTERS IN PLAYS,2,3,2,800,1,1
2004-04-07,PIECES OF APRIL,1,1,4,800,1,1
2004-04-07,IT'S A GAS,2,3,5,2000,1,1
2004-04-07,"MYTH, ALL ""O"", GEE!",2,5,5,2000,1,1
2004-04-08,ARKANSASSY,1,4,3,600,1,1
2004-04-08,TRIBUTE ALBUMS,2,2,3,1200,1,1
2004-04-08,WALTER WORLD,2,5,2,800,1,1
2004-04-09,2-LETTER ABBREV.,1,5,5,1000,1,1
2004-04-12,1983,1,4,5,1000,1,1
2004-04-12,CONGRESSIONAL RECORD,2,2,3,1200,1,1
2004-04-12,ER,2,4,4,1600,1,1
2004-04-13,"\""NEW"" PLACES",1,5,3,600,1,1
2004-04-13,MOVIE QUOTES,2,2,3,1200,1,1
2004-04-13,THAT'S ALL SHE WROTE,2,6,3,1200,1,1
2004-04-14,BRITISH LIT,1,1,4,800,1,1
2004-04-14,"FAIRBURY, NEBRASKA",2,3,4,1600,0.5,1
2004-04-14,"FAIRBURY, NEBRASKA",2,3,5,2000,0.5,1
2004-04-14,2-DRINK MINIMUM,2,4,5,2000,1,1
2004-04-15,FOREIGN WORDS & PHRASES,1,6,3,600,1,1
2004-04-15,HISTORIC AMERICANS,2,1,3,1200,1,1
2004-04-15,SHIPS,2,4,4,1600,1,1
2004-04-16,WHAT THEY WORE,1,3,5,1000,1,1
2004-04-16,POTENT PEOPLE,2,2,3,1200,1,1
2004-04-16,____ OF ____,2,6,4,1600,1,1
2004-04-19,WORD ORIGINS,1,6,5,1000,1,1
2004-04-19,SCIENTISTS,2,1,3,1200,1,1
2004-04-19,"JOE, ANNES & JOANNES",2,5,4,1600,1,1
2004-04-20,SLOGANEERING,1,5,3,600,1,1
2004-04-20,HINDU LIFE,2,1,3,1200,1,1
2004-04-20,THEY ALL WENT TO YALE,2,4,5,2000,1,1
2004-04-21,I'M HAVING CONTRACTIONS,1,6,4,800,1,1
2004-04-21,TOO MUCH TIME ON THEIR HANDS,2,1,4,1600,1,1
2004-04-21,FILING CHAPTER 11,2,3,4,1600,1,1
2004-04-22,ConAgra FOODS,1,5,2,400,1,1
2004-04-22,PLAYWRIGHTS,2,1,3,1200,1,1
2004-04-22,INSECTS,2,5,3,1200,1,1
2004-04-23,NFL COACHES,1,3,2,400,0.3333333333333333,1
2004-04-23,NFL COACHES,1,3,4,800,0.3333333333333333,1
2004-04-23,NFL COACHES,1,3,5,1000,0.3333333333333333,1
2004-04-23,IMMIGRANTS,2,3,3,1200,0.5,1
2004-04-23,IMMIGRANTS,2,3,4,1600,0.5,1
2004-04-23,WHAT IS IT ABOUT HIM?,2,6,5,2000,1,1
2004-04-26,LIBRARIES,1,5,3,600,1,1
2004-04-26,IVY LEAGUERS,2,3,3,1200,1,1
2004-04-26,"WHAT'S ""D"" MATTER?",2,6,5,2000,1,1
2004-04-27,CELEBRITY MARRIAGES,1,2,3,600,1,1
2004-04-27,HOUSEPLANTS,2,4,4,1600,1,1
2004-04-27,WRITERS' MIDDLE NAMES,2,5,3,1200,1,1
2004-04-28,EARTH SCIENCE,1,1,4,800,1,1
2004-04-28,MILITARY MEN,2,1,4,1600,1,1
2004-04-28,FURNITURE,2,4,5,2000,1,1
2004-04-29,GROUPS,1,3,2,400,1,1
2004-04-29,ROCKY,2,2,2,800,1,1
2004-04-29,ASSASSINS,2,4,4,1600,1,1
2004-04-30,BY THE NUMBERS,1,6,4,800,1,1
2004-04-30,THE OLD TESTAMENT,2,1,2,800,0.5,1
2004-04-30,THE OLD TESTAMENT,2,1,5,2000,0.5,1
2004-04-30,"\""PIT""TER, ""PAT""TER",2,5,4,1600,1,1
2004-05-03,"DOUBLE A, B, Cs",1,6,4,800,1,1
2004-05-03,ASTRONOMY,2,2,4,1600,1,1
2004-05-03,HISTORIC KIDS,2,4,5,2000,1,1
2004-05-04,THE AMERICAN REVOLUTION,1,1,4,800,1,1
2004-05-04,EUROPEAN CAPITALS,2,1,3,1200,1,1
2004-05-04,INCREDIBLE EDIBLES,2,2,4,1600,1,1
2004-05-05,THE SOUTH OF...,1,3,3,600,1,1
2004-05-05,U.S. GOVERNMENT,2,3,3,1200,1,1
2004-05-05,EXPLORERS,2,5,4,1600,0.5,1
2004-05-05,EXPLORERS,2,5,5,2000,0.5,1
2004-05-07,DR. SEUSS,1,3,4,800,1,1
2004-05-07,U.S. RIVERS,2,1,2,800,1,1
2004-05-07,THEATRE,2,5,4,1600,1,1
2004-05-11,"OH, THAT MARIA!",2,4,4,1600,1,1
2004-05-14,MEET THE PREZ,2,1,2,800,1,1
2004-05-14,WHAT EXIT ARE YA FROM?,2,2,3,1200,0.5,1
2004-05-14,WHAT EXIT ARE YA FROM?,2,2,5,2000,0.5,1
2004-05-17,LORD,1,5,4,800,1,1
2004-05-17,EARLY AMERICA,2,1,5,2000,1,1
2004-05-17,ANIMAL WORDPLAY,2,6,4,1600,0.5,1
2004-05-17,ANIMAL WORDPLAY,2,6,5,2000,0.5,1
2004-05-18,STATE CAPITALS,1,1,3,600,1,1
2004-05-18,SUPREME COURT DECISIONS,2,3,4,1600,1,1
2004-05-19,WHO WAS THE VICE PRESIDENT WHEN...,2,3,4,1600,1,1
2004-05-19,5-SYLLABLE WORDS,2,4,5,2000,1,1
2004-05-20,ANNUAL EVENTS,1,3,3,600,1,1
2004-05-20,THE CONSTELLATIONS,2,5,3,1200,1,1
2004-05-24,GET YOUR PHIL,1,6,4,800,1,1
2004-05-24,BRITISH HISTORY,2,1,3,1200,1,1
2004-05-24,GOVERNMENT AGENCIES,2,3,4,1600,0.5,1
2004-05-24,GOVERNMENT AGENCIES,2,3,5,2000,0.5,1
2004-05-26,1990,1,1,4,800,1,1
2004-05-26,TECHNOLOGY,2,3,3,1200,0.5,1
2004-05-26,TECHNOLOGY,2,3,4,1600,0.5,1
2004-05-26,FAMOUS NORWEGIANS,2,5,3,1200,0.5,1
2004-05-26,FAMOUS NORWEGIANS,2,5,4,1600,0.5,1
2004-05-27,LESSER-KNOWN NAMES,1,3,5,1000,1,1
2004-05-27,WORLD CITIES,2,1,5,2000,1,1
2004-05-27,PROPER NAMES,2,4,3,1200,0.5,1
2004-05-27,PROPER NAMES,2,4,5,2000,0.5,1
2004-06-01,THE REGINA MONOLOGUES,1,3,3,600,1,1
2004-06-01,GILBERT & SULLIVAN,2,1,4,1600,0.5,1
2004-06-01,GILBERT & SULLIVAN,2,1,5,2000,0.5,1
2004-06-01,SOMEDAY MY PRINCE WILL COME,2,3,4,1600,1,1
2004-06-02,BIOGRAPHY SUBTITLES,1,1,4,800,1,1
2004-06-02,ACTRESSES & PLAYWRIGHTS,2,2,3,1200,1,1
2004-06-02,VOCABULARY,2,3,4,1600,0.5,1
2004-06-02,VOCABULARY,2,3,5,2000,0.5,1
2004-06-03,GOING TO THE DOGS,1,4,2,400,0.3333333333333333,1
2004-06-03,GOING TO THE DOGS,1,4,4,800,0.3333333333333333,1
2004-06-03,GOING TO THE DOGS,1,4,5,1000,0.3333333333333333,1
2004-06-03,POETS & POETRY,2,1,4,1600,1,1
2004-06-03,"PEOP""L\""",2,3,4,1600,1,1
2004-06-07,"CROSSWORD CLUES ""S\""",1,6,4,800,1,1
2004-06-07,FOOD ACROSS AMERICA,2,3,4,1600,1,1
2004-06-07,SECRETARIES OF STATE,2,5,3,1200,1,1
2004-06-08,NATIONAL ANTHEMS,1,1,2,400,0.3333333333333333,1
2004-06-08,NATIONAL ANTHEMS,1,1,4,800,0.3333333333333333,1
2004-06-08,NATIONAL ANTHEMS,1,1,5,1000,0.3333333333333333,1
2004-06-08,OPERA,2,1,2,800,1,1
2004-06-08,4-LETTER WORDS,2,6,3,1200,0.5,1
2004-06-08,4-LETTER WORDS,2,6,4,1600,0.5,1
2004-06-09,AFRICAN-AMERICAN WOMEN,1,1,5,1000,1,1
2004-06-09,SCOTLAND,2,1,2,800,1,1
2004-06-09,THE ANCIENTS SPEAK,2,3,3,1200,1,1
2004-06-10,"\""C""OUNTRIES",1,4,4,800,1,1
2004-06-10,THE MIND,2,1,4,1600,0.5,1
2004-06-10,THE MIND,2,1,5,2000,0.5,1
2004-06-10,JUNE BUGGED,2,3,5,2000,1,1
2004-06-11,CULINARY QUOTES,1,5,5,1000,1,1
2004-06-11,"ART ""C\""",2,5,2,800,0.5,1
2004-06-11,"ART ""C\""",2,5,4,1600,0.5,1
2004-06-14,MEMORIALS,1,5,4,800,0.5,1
2004-06-14,MEMORIALS,1,5,5,1000,0.5,1
2004-06-14,HEAVENS TO BETSY!,2,4,3,1200,1,1
2004-06-14,HITHER & YON,2,5,3,1200,1,1
2004-06-15,FASHION,1,3,3,600,0.5,1
2004-06-15,FASHION,1,3,5,1000,0.5,1
2004-06-15,LAST WORDS,2,3,4,1600,1,1
2004-06-15,PHOTOGRAPHY,2,5,2,800,0.5,1
2004-06-15,PHOTOGRAPHY,2,5,3,1200,0.5,1
2004-06-18,BAKING 3s,1,3,5,1000,1,1
2004-06-18,INSECTS,2,1,5,2000,1,1
2004-06-18,THE VIETNAM ERA,2,4,3,1200,1,1
2004-06-22,"GIVE US ""Z"" ANSWER!!!",1,6,5,1000,1,1
2004-06-22,NOVEL WEDDINGS,2,1,2,800,0.5,1
2004-06-22,NOVEL WEDDINGS,2,1,4,1600,0.5,1
2004-06-22,ROGER THAT,2,4,2,800,0.5,1
2004-06-22,ROGER THAT,2,4,4,1600,0.5,1
2004-06-23,FITNESS,2,3,4,1600,1,1
2004-06-23,DEAR JOHN,2,4,3,1200,1,1
2004-06-24,NEW YORK GOVERNORS,2,1,2,800,0.5,1
2004-06-24,NEW YORK GOVERNORS,2,1,3,1200,0.5,1
2004-06-24,GRADUATE SCHOOL,2,3,3,1200,1,1
2004-06-25,BARTENDING,1,5,3,600,0.5,1
2004-06-25,BARTENDING,1,5,5,1000,0.5,1
2004-06-25,EARLY 19th CENTURY AMERICA,2,1,3,1200,1,1
2004-06-25,COINED WORDS & PHRASES,2,6,3,1200,1,1
2004-06-29,MR. POTATO HEA,1,4,4,800,0.5,1
2004-06-29,MR. POTATO HEA,1,4,5,1000,0.5,1
2004-06-29,THE ROARING '20s,2,1,3,1200,1,1
2004-06-29,"GIVE ME AN ""H\""",2,6,5,2000,1,1
2004-06-30,THE BLUE & THE GRAY,1,1,2,400,1,1
2004-06-30,"5, 5",2,6,3,1200,0.5,1
2004-06-30,"5, 5",2,6,5,2000,0.5,1
2004-07-01,SOUNDS FISHY TO ME!,1,6,4,800,1,1
2004-07-01,STAY-AT-HOME MOMS,2,3,4,1600,1,1
2004-07-01,COLLEGE COLLAGE,2,4,5,2000,1,1
2004-07-05,INITIALLY YOURS,1,5,3,600,0.5,1
2004-07-05,INITIALLY YOURS,1,5,4,800,0.5,1
2004-07-05,BUILDING BRIDGES,2,1,2,800,0.3333333333333333,1
2004-07-05,BUILDING BRIDGES,2,1,4,1600,0.3333333333333333,1
2004-07-05,BUILDING BRIDGES,2,1,5,2000,0.3333333333333333,1
2004-07-05,9-LETTER WORDS,2,6,5,2000,1,1
2004-07-06,U.S. PRESIDENTIAL NICKNAMES,1,1,4,800,0.5,1
2004-07-06,U.S. PRESIDENTIAL NICKNAMES,1,1,5,1000,0.5,1
2004-07-06,THE EMERALD ISLE,2,2,5,2000,1,1
2004-07-06,PEARLS OF WISDOM,2,3,3,1200,1,1
2004-07-07,PRESIDENTIAL LIBRARIES,1,1,5,1000,1,1
2004-07-07,MILITARY MATTERS,2,5,2,800,0.5,1
2004-07-07,MILITARY MATTERS,2,5,3,1200,0.5,1
2004-07-08,THAT'S MY SCHOOL!,1,6,3,600,1,1
2004-07-08,HISTORIC PEOPLE,2,3,3,1200,0.5,1
2004-07-08,HISTORIC PEOPLE,2,3,4,1600,0.5,1
2004-07-08,"SHAKESPEARE, THE SITCOM",2,5,5,2000,1,1
2004-07-09,THE QUEEN'S ENGLISH,1,6,5,1000,1,1
2004-07-09,KENNEDY FAMILY MEMBERS,2,5,2,800,1,1
2004-07-09,"FILE UNDER ""M\""",2,6,4,1600,1,1
2004-07-12,BETTER ASK FOR DIRECTIONS,1,6,4,800,1,1
2004-07-12,WHO WAS PRESIDENT WHEN...,2,3,4,1600,1,1
2004-07-12,RANKS & TITLES,2,4,4,1600,1,1
2004-07-13,FOLLOW THE LEADER,1,1,4,800,1,1
2004-07-13,EDUCATION,2,5,4,1600,1,1
2004-07-14,WORLD WAR II,2,1,4,1600,1,1
2004-07-14,CELEBRITY ANAGRAMS,2,2,5,2000,1,1
2004-07-15,UNICE,1,3,4,800,0.5,1
2004-07-15,UNICE,1,3,5,1000,0.5,1
2004-07-15,"\""S"" TOUGH",2,5,4,1600,1,1
2004-07-15,STRONGMEN,2,6,2,800,1,1
2004-07-16,POPULATIONS,1,4,5,1000,1,1
2004-07-16,THE TOWER,2,1,4,1600,1,1
2004-07-16,"WANDS, CUPS, SWORDS, PENTACLES",2,4,2,800,0.5,1
2004-07-16,"WANDS, CUPS, SWORDS, PENTACLES",2,4,4,1600,0.5,1
2004-07-19,NAMED AFTER JFK,1,3,3,600,1,1
2004-07-19,GREAT MOMENTS IN TRAVEL,2,5,5,2000,1,1
2004-07-19,MAPS,2,6,4,1600,1,1
2004-07-20,ROCK & ROLL,1,6,2,400,0.3333333333333333,1
2004-07-20,ROCK & ROLL,1,6,4,800,0.3333333333333333,1
2004-07-20,ROCK & ROLL,1,6,5,1000,0.3333333333333333,1
2004-07-20,GIMME THE 5th,2,2,3,1200,0.5,1
2004-07-20,GIMME THE 5th,2,2,5,2000,0.5,1
2004-07-20,____ ON...,2,4,2,800,1,1
2004-07-21,STATE NICKNAME FUN,1,4,5,1000,1,1
2004-07-21,THE HOUSES SEARS BUILT,2,3,5,2000,1,1
2004-07-21,WALKING THE DOG,2,4,5,2000,1,1
2004-07-22,SEDIMENTARY ROCK,1,1,1,200,0.3333333333333333,1
2004-07-22,SEDIMENTARY ROCK,1,1,3,600,0.3333333333333333,1
2004-07-22,SEDIMENTARY ROCK,1,1,5,1000,0.3333333333333333,1
2004-07-22,PHOTOGRAPHY,2,3,3,1200,1,1
2004-07-22,"A BRAND NEW ""YOU\""",2,6,4,1600,1,1
2004-07-23,TRANSPORTATION,1,3,4,800,1,1
2004-07-23,OSCARS OF THE '70s,2,1,2,800,0.5,1
2004-07-23,OSCARS OF THE '70s,2,1,4,1600,0.5,1
2004-07-23,DEAR JUNTA,2,5,2,800,1,1
2004-09-06,ROOM,1,5,2,400,0.5,1
2004-09-06,ROOM,1,5,3,600,0.5,1
2004-09-06,WORLD HISTORY,2,1,3,1200,1,1
2004-09-06,SPIRITED CINEMA,2,2,2,800,0.5,1
2004-09-06,SPIRITED CINEMA,2,2,3,1200,0.5,1
2004-09-07,FEATHERS,1,5,5,1000,1,1
2004-09-07,DOC TALK,2,3,3,1200,1,1
2004-09-07,WHO'S THE SUBJECT?,2,5,5,2000,1,1
2004-09-08,SMALL TOWN FOLKS,1,3,2,400,0.3333333333333333,1
2004-09-08,SMALL TOWN FOLKS,1,3,3,600,0.3333333333333333,1
2004-09-08,SMALL TOWN FOLKS,1,3,4,800,0.3333333333333333,1
2004-09-08,HEAPING PORTIONS,2,3,4,1600,0.5,1
2004-09-08,HEAPING PORTIONS,2,3,5,2000,0.5,1
2004-09-08,BIG WORDS,2,6,5,2000,1,1
2004-09-10,TOYS & GAMES,1,5,4,800,1,1
2004-09-10,ASTRONOMY,2,1,4,1600,1,1
2004-09-10,MAGAZINES & NEWSPAPERS,2,3,5,2000,1,1
2004-09-13,RIVER SOURCES,1,1,5,1000,1,1
2004-09-13,GEOLOGY,2,1,4,1600,1,1
2004-09-13,FAMOUS KENTUCKIANS,2,4,2,800,0.3333333333333333,1
2004-09-13,FAMOUS KENTUCKIANS,2,4,3,1200,0.3333333333333333,1
2004-09-13,FAMOUS KENTUCKIANS,2,4,4,1600,0.3333333333333333,1
2004-09-14,NEW YORK CITY,1,1,2,400,0.5,1
2004-09-14,NEW YORK CITY,1,1,3,600,0.5,1
2004-09-14,FLOWER POWER,2,3,4,1600,1,1
2004-09-14,CANADIAN PROVINCIAL CAPITALS,2,5,4,1600,1,1
2004-09-15,"DANGER, CURVES AHEAD",1,6,4,800,1,1
2004-09-15,AMERICAN LITERATURE,2,1,3,1200,1,1
2004-09-15,WHO PLAYED 'EM?,2,2,4,1600,1,1
2004-09-16,SPORTS STARS,1,2,2,400,0.5,1
2004-09-16,SPORTS STARS,1,2,4,800,0.5,1
2004-09-16,WE'LL GIVE YOU THE BLUES,2,4,3,1200,0.5,1
2004-09-16,WE'LL GIVE YOU THE BLUES,2,4,4,1600,0.5,1
2004-09-16,BEFORE & AFTER,2,6,4,1600,0.5,1
2004-09-16,BEFORE & AFTER,2,6,5,2000,0.5,1
2004-09-17,WE LOVE BROADWAY,1,2,1,200,0.3333333333333333,1
2004-09-17,WE LOVE BROADWAY,1,2,4,800,0.3333333333333333,1
2004-09-17,WE LOVE BROADWAY,1,2,5,1000,0.3333333333333333,1
2004-09-17,BRING OUT YOUR DEAD,2,2,5,2000,1,1
2004-09-17,SPAM,2,3,5,2000,1,1
2004-09-20,ALSO A CURRENT SUPREME COURT JUSTICE,1,4,4,800,1,1
2004-09-20,LET'S VISIT BOTSWANA,2,1,4,1600,1,1
2004-09-20,BIRTHIN' BABIES,2,3,5,2000,1,1
2004-09-21,BALLROOM BLITZ,1,5,4,800,1,1
2004-09-21,HEIR OF THE DAG,2,1,5,2000,1,1
2004-09-21,YOU HAD TO EXPECT SHAKESPEARE,2,3,3,1200,1,1
2004-09-24,PATRIOTS,1,5,3,600,0.5,1
2004-09-24,PATRIOTS,1,5,5,1000,0.5,1
2004-09-24,AMERICANA,2,1,2,800,1,1
2004-09-24,BIBLE BOOKS BY FAMOUS PHRASE,2,5,4,1600,1,1
2004-09-28,BRIDGES TO THE FUTURE,1,3,4,800,1,1
2004-09-28,SCIENCE & NATURE,2,1,3,1200,1,1
2004-09-28,THE VEEP,2,5,3,1200,1,1
2004-10-01,AMERICANS IN PARIS,1,4,4,800,1,1
2004-10-01,GEOGRAPHY,2,3,3,1200,1,1
2004-10-01,WORD ORIGINS,2,6,3,1200,1,1
2004-10-05,PLANETARY DISTINCTIONS,1,3,5,1000,1,1
2004-10-05,HISPANIC HERITAGE,2,1,2,800,0.3333333333333333,1
2004-10-05,HISPANIC HERITAGE,2,1,4,1600,0.3333333333333333,1
2004-10-05,HISPANIC HERITAGE,2,1,5,2000,0.3333333333333333,1
2004-10-05,A BYZANTINE CATEGORY,2,2,3,1200,1,1
2004-10-06,ISN'T THAT SPATIAL?,1,6,4,800,1,1
2004-10-06,WORLD HISTORY,2,1,3,1200,1,1
2004-10-06,LITERARY PAIRS,2,3,4,1600,1,1
2004-10-07,THE OLYMPICS,1,1,4,800,1,1
2004-10-07,MRS. LINCOLN,2,4,3,1200,1,1
2004-10-07,WHITE HOUSE BEFORE & AFTER,2,6,3,1200,1,1
2004-10-08,THERE ARE PLACES,1,3,3,600,1,1
2004-10-08,"IT'S VEGAS, BABY!",2,3,4,1600,0.5,1
2004-10-08,"IT'S VEGAS, BABY!",2,3,5,2000,0.5,1
2004-10-08,BILLIE HOLIDAY,2,5,4,1600,1,1
2004-10-11,"\""CC"" ME ON THAT",1,6,5,1000,1,1
2004-10-11,TENNESSEE,2,3,2,800,0.5,1
2004-10-11,TENNESSEE,2,3,4,1600,0.5,1
2004-10-11,FOOD HISTORY,2,4,4,1600,1,1
2004-10-14,"FOOD, GLORIOUS FOOD",1,3,4,800,1,1
2004-10-14,LAKE CITY,2,4,3,1200,1,1
2004-10-14,THE HOLE TRUTH,2,5,3,1200,1,1
2004-10-15,OCEANIA,1,4,4,800,1,1
2004-10-15,LITERARY ANALYSIS,2,3,5,2000,1,1
2004-10-15,"STOP IT, YOU'RE KILLING ME!",2,5,3,1200,1,1
2004-10-21,"\""NO"" FUN",1,6,3,600,0.3333333333333333,1
2004-10-21,"\""NO"" FUN",1,6,4,800,0.3333333333333333,1
2004-10-21,"\""NO"" FUN",1,6,5,1000,0.3333333333333333,1
2004-10-21,HISTORY,2,1,4,1600,0.5,1
2004-10-21,HISTORY,2,1,5,2000,0.5,1
2004-10-26,"\""B""EOPLE",1,3,3,600,0.5,1
2004-10-26,"\""B""EOPLE",1,3,4,800,0.5,1
2004-10-26,U.S. MILITARY MEN,2,3,5,2000,1,1
2004-10-26,BEER BRANDS,2,4,4,1600,0.5,1
2004-10-26,BEER BRANDS,2,4,5,2000,0.5,1
2004-10-27,U.S. GEOGRAPHY,1,1,5,1000,1,1
2004-10-27,CHILDREN IN LITERATURE,2,3,5,2000,1,1
2004-10-27,"ENTER & DESIGN IN, PLEASE",2,5,3,1200,1,1
2004-10-29,YOU ARE SO HOT!,1,3,4,800,1,1
2004-10-29,PLANT PARENTHOOD,2,4,5,2000,1,1
2004-10-29,"\""PH""UN WORDS",2,6,4,1600,1,1
2004-11-01,AMERICAN HISTORY,1,1,4,800,0.5,1
2004-11-01,AMERICAN HISTORY,1,1,5,1000,0.5,1
2004-11-01,CLASSICAL MUSIC,2,1,3,1200,1,1
2004-11-01,TITLE WAVE,2,4,5,2000,1,1
2004-11-03,IT'S ELEMENTAL,1,4,4,800,1,1
2004-11-03,"\""T""-HE",2,3,1,400,0.5,1
2004-11-03,"\""T""-HE",2,3,5,2000,0.5,1
2004-11-03,PLAQUES,2,4,1,400,0.3333333333333333,1
2004-11-03,PLAQUES,2,4,4,1600,0.3333333333333333,1
2004-11-03,PLAQUES,2,4,5,2000,0.3333333333333333,1
2004-11-04,WHAT'S MY LINE,1,4,5,1000,1,1
2004-11-04,COUNTRY MATTERS,2,4,4,1600,1,1
2004-11-04,5-LETTER WORDS,2,6,3,1200,1,1
2004-11-05,TALES OF BRAVE ULYSSES,1,6,3,600,1,1
2004-11-05,IT'S ALL GREEK TO ME,2,4,4,1600,1,1
2004-11-05,AWARDS & HONORS,2,5,2,800,0.5,1
2004-11-05,AWARDS & HONORS,2,5,3,1200,0.5,1
2004-11-06,ODD ANIMAL FACTS,1,4,5,1000,1,1
2004-11-06,MATH & SCIENCE,2,1,4,1600,0.5,1
2004-11-06,MATH & SCIENCE,2,1,5,2000,0.5,1
2004-11-06,OPRAH'S BOOK CLUB,2,4,5,2000,1,1
2004-11-10,THEY DO GOOD WORK,1,4,3,600,1,1
2004-11-10,TRAVEL,2,5,4,1600,0.5,1
2004-11-10,TRAVEL,2,5,5,2000,0.5,1
2004-11-10,BY TWAIN,2,6,2,800,1,1
2004-11-11,DOUGH,1,2,4,800,1,1
2004-11-11,THE 20th CENTURY,2,1,4,1600,1,1
2004-11-11,THEIR ALMA MATERS,2,4,3,1200,1,1
2004-11-12,HOLIDAYS AND OBSERVANCES,1,5,5,1000,1,1
2004-11-12,AMERICAN LITERATURE,2,1,5,2000,1,1
2004-11-12,MERRIE OLDE ENGLAND,2,3,3,1200,0.5,1
2004-11-12,MERRIE OLDE ENGLAND,2,3,4,1600,0.5,1
2004-11-15,POETRY,1,5,4,800,1,1
2004-11-15,THE ENLIGHTENMENT,2,2,4,1600,1,1
2004-11-15,RHYME TIME,2,6,4,1600,1,1
2004-11-16,OUR FOUNDING FATHERS,1,3,2,400,0.5,1
2004-11-16,OUR FOUNDING FATHERS,1,3,4,800,0.5,1
2004-11-16,SHAKESPEARE,2,3,4,1600,1,1
2004-11-16,"DOUBLE ""L\""",2,6,4,1600,1,1
2004-11-17,U.S. CITIES,1,1,2,400,0.5,1
2004-11-17,U.S. CITIES,1,1,5,1000,0.5,1
2004-11-17,TOOLS OF THE TRADE,2,5,4,1600,1,1
2004-11-17,E BEFORE I,2,6,2,800,0.5,1
2004-11-17,E BEFORE I,2,6,4,1600,0.5,1
2004-11-24,ANTHROPOLOGY,1,1,4,800,1,1
2004-11-24,WHO WAS THE ENGLISH MONARCH WHEN...,2,5,4,1600,1,1
2004-11-24,NAMES FROM THE GERMAN,2,6,3,1200,1,1
2004-11-25,A DATE WITH HISTORY,1,3,2,400,0.5,1
2004-11-25,A DATE WITH HISTORY,1,3,3,600,0.5,1
2004-11-25,ASIA,2,1,3,1200,1,1
2004-11-25,NOBEL CATEGORIES BY WINNER,2,3,3,1200,1,1
2004-11-26,FRAIDY CAT,1,5,5,1000,1,1
2004-11-26,ART HISTORY,2,1,3,1200,0.3333333333333333,1
2004-11-26,ART HISTORY,2,1,4,1600,0.3333333333333333,1
2004-11-26,ART HISTORY,2,1,5,2000,0.3333333333333333,1
2004-11-26,MUSICAL IDIOMS,2,6,1,400,0.3333333333333333,1
2004-11-26,MUSICAL IDIOMS,2,6,2,800,0.3333333333333333,1
2004-11-26,MUSICAL IDIOMS,2,6,3,1200,0.3333333333333333,1
2004-11-29,1804,1,1,5,1000,1,1
2004-11-29,WEAPONS OF THE 2nd MILLENNIUM,2,3,4,1600,1,1
2004-11-29,THE ULTIMATE DIVING MACHINE,2,6,2,800,1,1
2004-12-01,MILITARY TRAINING BASES,2,3,3,1200,0.5,1
2004-12-01,MILITARY TRAINING BASES,2,3,5,2000,0.5,1
2004-12-01,SPELL-BOUND FOR BROADWAY,2,5,2,800,1,1
2004-12-02,"WITH ""U\""",1,6,3,600,0.5,1
2004-12-02,"WITH ""U\""",1,6,5,1000,0.5,1
2004-12-02,HISTORICAL QUOTES,2,1,4,1600,1,1
2004-12-02,EXTREME TAKEOVER,2,3,5,2000,1,1
2004-12-03,THE PLANETS,1,4,3,600,1,1
2004-12-03,THE WILD WEST INDIES,2,3,4,1600,0.5,1
2004-12-03,THE WILD WEST INDIES,2,3,5,2000,0.5,1
2004-12-03,THAT'S POETRY TO MY EAR,2,5,4,1600,1,1
2004-12-06,MUSICAL INSTRUMENTS,2,4,3,1200,0.5,1
2004-12-06,MUSICAL INSTRUMENTS,2,4,4,1600,0.5,1
2004-12-06,SEA ME,2,6,5,2000,1,1
2004-12-07,IT'S OUR TURN TO SACK ROME!!!,1,3,3,600,1,1
2004-12-07,NEWER FRUITS & VEGETABLES,2,3,3,1200,0.3333333333333333,1
2004-12-07,NEWER FRUITS & VEGETABLES,2,3,4,1600,0.3333333333333333,1
2004-12-07,NEWER FRUITS & VEGETABLES,2,3,5,2000,0.3333333333333333,1
2004-12-07,WHO APPOINTED ME TO THE SUPREME COURT?,2,4,4,1600,1,1
2004-12-08,19th CENTURY AMERICA,1,1,4,800,1,1
2004-12-08,BRICK HOUSE,2,3,3,1200,0.5,1
2004-12-08,BRICK HOUSE,2,3,5,2000,0.5,1
2004-12-08,PLEASE MR. POSTMAN,2,5,4,1600,1,1
2004-12-09,AVIATION,1,1,2,400,0.5,1
2004-12-09,AVIATION,1,1,4,800,0.5,1
2004-12-09,MEDIEVAL TIMES,2,1,4,1600,1,1
2004-12-09,SIGNS & SYMBOLS,2,5,4,1600,1,1
2004-12-10,IT'S THEIR FAULT,1,4,5,1000,1,1
2004-12-10,LITERARY BEFORE & AFTER,2,3,3,1200,1,1
2004-12-10,LEGAL BRIEFS,2,5,3,1200,1,1
2004-12-13,PRESIDENTIAL MIDDLE NAMES,1,5,5,1000,1,1
2004-12-13,THE OSCARS,2,1,5,2000,1,1
2004-12-14,SOCIOLOGY,1,1,4,800,1,1
2004-12-14,TOM WOLFE,2,3,4,1600,1,1
2004-12-14,MED. ABBREV.,2,4,3,1200,1,1
2004-12-17,"NEXT STOP, VENUS",1,1,4,800,1,1
